,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
5,EX872,인천,939,"1,599","70,176",2018년
6,EX872,대구,"2,454","5,968","243,990",2018년
7,EX872,광주,"1,016","1,766","79,068",2018년
8,EX872,대전,"1,018","1,602","69,429",2018년
9,EX872,울산,334,596,"25,605",2018년
10,EX872,경기,"4,199","7,252","315,609",2018년
11,EX872,강원,903,"1,302","57,067",2018년
12,EX872,충북,330,573,"25,603",2018년
13,EX872,충남,235,415,"18,225",2018년
14,EX872,전북,900,"1,318","57,950",2018년
15,EX872,전남,275,436,"17,981",2018년
16,EX872,경북,250,282,"12,170",2018년
17,EX872,경남,769,"1,146","50,355",2018년
18,EX872,제주,526,970,"42,144",2018년
19,EX872,세종,1,2,87,2018년
2,EX872,계,"28,910","52,721","2,755,345",2019년
3,EX872,서울,"12,036","23,642","1,240,884",2019년
4,EX872,부산,"1,336","1,989","103,894",2019년
5,EX872,인천,"1,066","1,905","99,349",2019년
6,EX872,대구,"2,728","5,455","287,159",2019년
7,EX872,광주,"1,180","1,948","104,006",2019년
8,EX872,대전,"1,139","1,668","86,285",2019년
9,EX872,울산,333,622,"31,752",2019년
10,EX872,경기,"4,923","8,411","434,051",2019년
11,EX872,강원,"1,011","1,633","84,696",2019년
12,EX872,충북,376,606,"32,121",2019년
13,EX872,충남,293,476,"24,678",2019년
14,EX872,전북,902,"1,307","69,010",2019년
15,EX872,전남,287,453,"22,366",2019년
16,EX872,경북,278,324,"16,495",2019년
17,EX872,경남,845,"1,161","60,864",2019년
18,EX872,제주,593,"1,120","57,682",2019년
19,EX872,세종,1,1,52,2019년
2,EX872,계,"30,923","55,925","3,399,144",2020년
3,EX872,서울,"12,627","24,834","1,520,784",2020년
4,EX872,부산,"1,486","2,279","138,710",2020년
5,EX872,인천,"1,133","1,880","115,452",2020년
6,EX872,대구,"2,962","5,620","347,982",2020년
7,EX872,광주,"1,293","2,026","125,914",2020년
8,EX872,대전,989,"1,637","99,352",2020년
9,EX872,울산,414,723,"43,176",2020년
10,EX872,경기,"5,260","8,908","525,049",2020년
11,EX872,강원,"1,053","1,805","108,432",2020년
12,EX872,충북,390,583,"35,901",2020년
13,EX872,충남,302,435,"26,695",2020년
14,EX872,전북,"1,069","1,619","98,837",2020년
15,EX872,전남,353,652,"37,150",2020년
16,EX872,경북,435,493,"29,536",2020년
17,EX872,경남,947,"1,308","78,373",2020년
18,EX872,제주,631,"1,083","65,358",2020년
19,EX872,세종,40,40,"2,442",2020년
2,EX872,계,"34,695","63,038","3,951,724",2021년
3,EX872,서울,"13,896","27,567","1,743,130",2021년
4,EX872,부산,"1,749","2,310","145,570",2021년
5,EX872,인천,"1,205","1,879","118,664",2021년
6,EX872,대구,"3,350","6,597","421,284",2021년
7,EX872,광주,"1,551","2,605","166,060",2021년
8,EX872,대전,"1,175","1,795","111,482",2021년
9,EX872,울산,441,778,"49,242",2021년
10,EX872,경기,"5,920","10,312","621,630",2021년
11,EX872,강원,"1,138","1,840","114,920",2021년
12,EX872,충북,495,787,"50,039",2021년
13,EX872,충남,365,561,"35,596",2021년
14,EX872,전북,"1,126","1,623","103,137",2021년
15,EX872,전남,400,784,"47,324",2021년
16,EX872,경북,591,817,"50,170",2021년
17,EX872,경남,"1,047","1,428","89,296",2021년
18,EX872,제주,658,"1,140","70,769",2021년
19,EX872,세종,117,217,"13,411",2021년
2,EX873,계,"8,378","8,434","902,077",2010년
3,EX873,서울,"3,706","3,730","402,410",2010년
4,EX873,부산,584,589,"63,373",2010년
5,EX873,인천,266,266,"28,003",2010년
6,EX873,대구,133,138,"14,873",2010년
7,EX873,광주,347,347,"37,285",2010년
8,EX873,대전,572,577,"60,954",2010년
9,EX873,울산,171,179,"18,629",2010년
10,EX873,경기,878,878,"92,862",2010년
11,EX873,강원,562,562,"58,808",2010년
12,EX873,충북,156,156,"16,771",2010년
13,EX873,충남,559,562,"60,746",2010년
14,EX873,전북,95,95,"10,250",2010년
15,EX873,전남,10,10,987,2010년
16,EX873,경북,88,88,"9,165",2010년
17,EX873,경남,212,213,"22,277",2010년
18,EX873,제주,45,45,"4,683",2010년
19,EX873,세종,-,-,-,2010년
2,EX873,계,"8,527","8,579","1,085,856",2011년
3,EX873,서울,"3,439","3,457","441,079",2011년
4,EX873,부산,696,696,"88,711",2011년
