,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
17,E7247,경남,83,84,"66,905",2017년
18,E7247,제주,12,12,"9,481",2017년
19,E7247,세종,-,-,-,2017년
2,E7247,계,"10,582","10,860","8,951,044",2018년
3,E7247,서울,"5,238","5,358","4,448,224",2018년
4,E7247,부산,575,581,"481,094",2018년
5,E7247,인천,267,269,"221,964",2018년
6,E7247,대구,769,783,"649,717",2018년
7,E7247,광주,531,538,"447,655",2018년
8,E7247,대전,424,436,"349,241",2018년
9,E7247,울산,76,76,"61,165",2018년
10,E7247,경기,"1,660","1,718","1,386,660",2018년
11,E7247,강원,144,149,"123,209",2018년
12,E7247,충북,139,145,"120,394",2018년
13,E7247,충남,102,104,"86,525",2018년
14,E7247,전북,296,300,"249,681",2018년
15,E7247,전남,3,3,"2,309",2018년
16,E7247,경북,131,134,"107,131",2018년
17,E7247,경남,241,248,"201,680",2018년
18,E7247,제주,18,18,"14,395",2018년
19,E7247,세종,-,-,-,2018년
2,E7247,계,"11,330","11,664","9,716,076",2019년
3,E7247,서울,"5,558","5,718","4,799,254",2019년
4,E7247,부산,460,467,"391,866",2019년
5,E7247,인천,213,214,"178,951",2019년
6,E7247,대구,901,931,"782,640",2019년
7,E7247,광주,472,480,"405,611",2019년
8,E7247,대전,416,429,"348,191",2019년
9,E7247,울산,67,68,"55,152",2019년
10,E7247,경기,"2,167","2,232","1,821,462",2019년
11,E7247,강원,127,127,"105,249",2019년
12,E7247,충북,131,131,"110,516",2019년
13,E7247,충남,104,105,"88,629",2019년
14,E7247,전북,266,268,"226,268",2019년
15,E7247,전남,45,46,"35,835",2019년
16,E7247,경북,184,185,"150,102",2019년
17,E7247,경남,231,236,"195,278",2019년
18,E7247,제주,26,26,"21,074",2019년
19,E7247,세종,-,-,-,2019년
2,E7247,계,"10,549","10,859","9,093,843",2020년
3,E7247,서울,"5,275","5,401","4,557,587",2020년
4,E7247,부산,360,371,"312,382",2020년
5,E7247,인천,266,273,"229,457",2020년
6,E7247,대구,726,742,"628,451",2020년
7,E7247,광주,370,377,"320,652",2020년
8,E7247,대전,368,380,"310,818",2020년
9,E7247,울산,96,98,"80,000",2020년
10,E7247,경기,"2,117","2,194","1,810,937",2020년
11,E7247,강원,127,131,"106,808",2020년
12,E7247,충북,124,124,"105,449",2020년
13,E7247,충남,83,83,"70,589",2020년
14,E7247,전북,246,247,"210,162",2020년
15,E7247,전남,55,57,"45,089",2020년
16,E7247,경북,140,140,"114,478",2020년
17,E7247,경남,210,226,"178,729",2020년
18,E7247,제주,13,13,"10,618",2020년
19,E7247,세종,2,2,"1,637",2020년
2,E7247,계,"11,137","11,418","9,939,873",2021년
3,E7247,서울,"5,636","5,747","5,038,149",2021년
4,E7247,부산,383,390,"342,016",2021년
5,E7247,인천,269,273,"238,513",2021년
6,E7247,대구,853,871,"763,823",2021년
7,E7247,광주,323,326,"289,000",2021년
8,E7247,대전,371,382,"327,928",2021년
9,E7247,울산,35,35,"29,618",2021년
10,E7247,경기,"2,317","2,399","2,056,096",2021년
11,E7247,강원,154,161,"134,454",2021년
12,E7247,충북,149,150,"133,379",2021년
13,E7247,충남,45,46,"41,112",2021년
14,E7247,전북,241,241,"210,292",2021년
15,E7247,전남,42,45,"36,586",2021년
16,E7247,경북,109,110,"93,700",2021년
17,E7247,경남,214,221,"187,309",2021년
18,E7247,제주,17,17,"14,454",2021년
19,E7247,세종,4,4,"3,446",2021년
2,E7248,계,"2,441","2,451","512,129",2017년
3,E7248,서울,"1,157","1,159","243,743",2017년
4,E7248,부산,106,106,"22,326",2017년
5,E7248,인천,59,59,"12,208",2017년
6,E7248,대구,177,178,"37,483",2017년
7,E7248,광주,141,142,"29,909",2017년
8,E7248,대전,146,147,"29,771",2017년
9,E7248,울산,27,27,"5,687",2017년
10,E7248,경기,484,488,"100,687",2017년
11,E7248,강원,-,-,-,2017년
12,E7248,충북,40,40,"8,425",2017년
13,E7248,충남,22,22,"4,634",2017년
14,E7248,전북,41,41,"8,636",2017년
15,E7248,전남,-,-,-,2017년
16,E7248,경북,-,-,-,2017년
17,E7248,경남,42,42,"8,619",2017년
18,E7248,제주,-,-,-,2017년
2,E7248,계,"8,827","9,029","1,913,004",2018년
3,E7248,서울,"4,621","4,712","1,003,758",2018년
4,E7248,부산,287,290,"61,839",2018년
5,E7248,인천,155,156,"32,897",2018년
6,E7248,대구,697,709,"151,101",2018년
7,E7248,광주,497,502,"107,063",2018년
8,E7248,대전,379,391,"80,201",2018년
9,E7248,울산,76,76,"15,677",2018년
10,E7248,경기,"1,466","1,503","314,265",2018년
11,E7248,강원,120,124,"26,454",2018년
12,E7248,충북,134,140,"29,814",2018년
13,E7248,충남,99,101,"21,536",2018년
14,E7248,전북,119,121,"25,803",2018년
15,E7248,전남,3,3,592,2018년
16,E7248,경북,38,40,"8,219",2018년
17,E7248,경남,158,161,"33,785",2018년
18,E7248,제주,-,-,-,2018년
2,E7248,계,"9,794","10,052","2,149,417",2019년
3,E7248,서울,"4,929","5,054","1,089,510",2019년
4,E7248,부산,249,255,"55,122",2019년
5,E7248,인천,68,68,"14,619",2019년
6,E7248,대구,825,848,"183,036",2019년
7,E7248,광주,448,453,"97,920",2019년
8,E7248,대전,386,398,"82,654",2019년
9,E7248,울산,67,68,"14,124",2019년
10,E7248,경기,"2,084","2,142","449,208",2019년
11,E7248,강원,123,123,"26,112",2019년
12,E7248,충북,131,132,"28,511",2019년
13,E7248,충남,104,105,"22,696",2019년
14,E7248,전북,121,122,"26,380",2019년
15,E7248,전남,44,45,"8,979",2019년
16,E7248,경북,52,52,"10,810",2019년
17,E7248,경남,182,187,"39,736",2019년
18,E7248,제주,-,-,-,2019년
2,E7248,계,"9,417","9,677","2,076,718",2020년
3,E7248,서울,"4,700","4,796","1,038,358",2020년
4,E7248,부산,196,202,"43,971",2020년
5,E7248,인천,75,78,"16,984",2020년
6,E7248,대구,692,706,"153,104",2020년
7,E7248,광주,345,350,"76,202",2020년
8,E7248,대전,329,342,"71,594",2020년
9,E7248,울산,95,97,"20,270",2020년
10,E7248,경기,"2,085","2,164","456,828",2020년
11,E7248,강원,122,122,"26,270",2020년
12,E7248,충북,129,129,"28,082",2020년
13,E7248,충남,80,86,"18,722",2020년
14,E7248,전북,121,122,"26,571",2020년
15,E7248,전남,54,56,"11,341",2020년
16,E7248,경북,256,258,"53,585",2020년
17,E7248,경남,161,169,"34,837",2020년
18,E7248,제주,-,-,-,2020년
2,E7248,계,"10,029","10,260","2,291,977",2021년
3,E7248,서울,"5,187","5,271","1,187,598",2021년
4,E7248,부산,231,235,"53,514",2021년
5,E7248,인천,43,43,"9,628",2021년
6,E7248,대구,828,847,"190,243",2021년
7,E7248,광주,308,310,"70,310",2021년
8,E7248,대전,351,361,"79,167",2021년
9,E7248,울산,34,34,"7,360",2021년
10,E7248,경기,"2,274","2,356","517,281",2021년
11,E7248,강원,155,162,"34,636",2021년
12,E7248,충북,160,160,"36,421",2021년
13,E7248,충남,45,46,"10,523",2021년
14,E7248,전북,106,106,"23,637",2021년
15,E7248,전남,41,43,"8,948",2021년
16,E7248,경북,107,108,"23,559",2021년
17,E7248,경남,172,174,"38,512",2021년
18,E7248,제주,3,3,638,2021년
2,E7248,계,"2,441","2,451","512,129",2017년
3,E7248,서울,"1,157","1,159","243,743",2017년
4,E7248,부산,106,106,"22,326",2017년
5,E7248,인천,59,59,"12,208",2017년
6,E7248,대구,177,178,"37,483",2017년
7,E7248,광주,141,142,"29,909",2017년
8,E7248,대전,146,147,"29,771",2017년
9,E7248,울산,27,27,"5,687",2017년
10,E7248,경기,484,488,"100,687",2017년
11,E7248,강원,-,-,-,2017년
12,E7248,충북,40,40,"8,425",2017년
13,E7248,충남,22,22,"4,634",2017년
14,E7248,전북,41,41,"8,636",2017년
15,E7248,전남,-,-,-,2017년
16,E7248,경북,-,-,-,2017년
17,E7248,경남,42,42,"8,619",2017년
18,E7248,제주,-,-,-,2017년
2,E7248,계,"8,827","9,029","1,913,004",2018년
3,E7248,서울,"4,621","4,712","1,003,758",2018년
4,E7248,부산,287,290,"61,839",2018년
5,E7248,인천,155,156,"32,897",2018년
6,E7248,대구,697,709,"151,101",2018년
7,E7248,광주,497,502,"107,063",2018년
8,E7248,대전,379,391,"80,201",2018년
9,E7248,울산,76,76,"15,677",2018년
10,E7248,경기,"1,466","1,503","314,265",2018년
11,E7248,강원,120,124,"26,454",2018년
12,E7248,충북,134,140,"29,814",2018년
13,E7248,충남,99,101,"21,536",2018년
14,E7248,전북,119,121,"25,803",2018년
15,E7248,전남,3,3,592,2018년
16,E7248,경북,38,40,"8,219",2018년
17,E7248,경남,158,161,"33,785",2018년
18,E7248,제주,-,-,-,2018년
2,E7248,계,"9,794","10,052","2,149,417",2019년
3,E7248,서울,"4,929","5,054","1,089,510",2019년
4,E7248,부산,249,255,"55,122",2019년
5,E7248,인천,68,68,"14,619",2019년
6,E7248,대구,825,848,"183,036",2019년
7,E7248,광주,448,453,"97,920",2019년
8,E7248,대전,386,398,"82,654",2019년
9,E7248,울산,67,68,"14,124",2019년
10,E7248,경기,"2,084","2,142","449,208",2019년
11,E7248,강원,123,123,"26,112",2019년
12,E7248,충북,131,132,"28,511",2019년
13,E7248,충남,104,105,"22,696",2019년
14,E7248,전북,121,122,"26,380",2019년
15,E7248,전남,44,45,"8,979",2019년
16,E7248,경북,52,52,"10,810",2019년
17,E7248,경남,182,187,"39,736",2019년
18,E7248,제주,-,-,-,2019년
2,E7248,계,"9,417","9,677","2,076,718",2020년
3,E7248,서울,"4,700","4,796","1,038,358",2020년
4,E7248,부산,196,202,"43,971",2020년
5,E7248,인천,75,78,"16,984",2020년
6,E7248,대구,692,706,"153,104",2020년
7,E7248,광주,345,350,"76,202",2020년
8,E7248,대전,329,342,"71,594",2020년
9,E7248,울산,95,97,"20,270",2020년
10,E7248,경기,"2,085","2,164","456,828",2020년
11,E7248,강원,122,122,"26,270",2020년
12,E7248,충북,129,129,"28,082",2020년
13,E7248,충남,80,86,"18,722",2020년
14,E7248,전북,121,122,"26,571",2020년
15,E7248,전남,54,56,"11,341",2020년
16,E7248,경북,256,258,"53,585",2020년
17,E7248,경남,161,169,"34,837",2020년
18,E7248,제주,-,-,-,2020년
2,E7248,계,"10,029","10,260","2,291,977",2021년
3,E7248,서울,"5,187","5,271","1,187,598",2021년
4,E7248,부산,231,235,"53,514",2021년
5,E7248,인천,43,43,"9,628",2021년
6,E7248,대구,828,847,"190,243",2021년
7,E7248,광주,308,310,"70,310",2021년
8,E7248,대전,351,361,"79,167",2021년
9,E7248,울산,34,34,"7,360",2021년
10,E7248,경기,"2,274","2,356","517,281",2021년
11,E7248,강원,155,162,"34,636",2021년
12,E7248,충북,160,160,"36,421",2021년
13,E7248,충남,45,46,"10,523",2021년
14,E7248,전북,106,106,"23,637",2021년
15,E7248,전남,41,43,"8,948",2021년
16,E7248,경북,107,108,"23,559",2021년
17,E7248,경남,172,174,"38,512",2021년
18,E7248,제주,3,3,638,2021년
2,E7248,계,"2,441","2,451","512,129",2017년
3,E7248,서울,"1,157","1,159","243,743",2017년
4,E7248,부산,106,106,"22,326",2017년
5,E7248,인천,59,59,"12,208",2017년
6,E7248,대구,177,178,"37,483",2017년
7,E7248,광주,141,142,"29,909",2017년
8,E7248,대전,146,147,"29,771",2017년
9,E7248,울산,27,27,"5,687",2017년
10,E7248,경기,484,488,"100,687",2017년
11,E7248,강원,-,-,-,2017년
12,E7248,충북,40,40,"8,425",2017년
13,E7248,충남,22,22,"4,634",2017년
14,E7248,전북,41,41,"8,636",2017년
15,E7248,전남,-,-,-,2017년
16,E7248,경북,-,-,-,2017년
17,E7248,경남,42,42,"8,619",2017년
18,E7248,제주,-,-,-,2017년
2,E7248,계,"8,827","9,029","1,913,004",2018년
3,E7248,서울,"4,621","4,712","1,003,758",2018년
4,E7248,부산,287,290,"61,839",2018년
5,E7248,인천,155,156,"32,897",2018년
6,E7248,대구,697,709,"151,101",2018년
7,E7248,광주,497,502,"107,063",2018년
8,E7248,대전,379,391,"80,201",2018년
9,E7248,울산,76,76,"15,677",2018년
10,E7248,경기,"1,466","1,503","314,265",2018년
11,E7248,강원,120,124,"26,454",2018년
12,E7248,충북,134,140,"29,814",2018년
13,E7248,충남,99,101,"21,536",2018년
14,E7248,전북,119,121,"25,803",2018년
15,E7248,전남,3,3,592,2018년
16,E7248,경북,38,40,"8,219",2018년
17,E7248,경남,158,161,"33,785",2018년
18,E7248,제주,-,-,-,2018년
2,E7248,계,"9,794","10,052","2,149,417",2019년
3,E7248,서울,"4,929","5,054","1,089,510",2019년
4,E7248,부산,249,255,"55,122",2019년
5,E7248,인천,68,68,"14,619",2019년
6,E7248,대구,825,848,"183,036",2019년
7,E7248,광주,448,453,"97,920",2019년
8,E7248,대전,386,398,"82,654",2019년
9,E7248,울산,67,68,"14,124",2019년
10,E7248,경기,"2,084","2,142","449,208",2019년
11,E7248,강원,123,123,"26,112",2019년
12,E7248,충북,131,132,"28,511",2019년
13,E7248,충남,104,105,"22,696",2019년
14,E7248,전북,121,122,"26,380",2019년
15,E7248,전남,44,45,"8,979",2019년
16,E7248,경북,52,52,"10,810",2019년
17,E7248,경남,182,187,"39,736",2019년
18,E7248,제주,-,-,-,2019년
2,E7248,계,"9,417","9,677","2,076,718",2020년
3,E7248,서울,"4,700","4,796","1,038,358",2020년
4,E7248,부산,196,202,"43,971",2020년
5,E7248,인천,75,78,"16,984",2020년
6,E7248,대구,692,706,"153,104",2020년
7,E7248,광주,345,350,"76,202",2020년
8,E7248,대전,329,342,"71,594",2020년
9,E7248,울산,95,97,"20,270",2020년
10,E7248,경기,"2,085","2,164","456,828",2020년
11,E7248,강원,122,122,"26,270",2020년
12,E7248,충북,129,129,"28,082",2020년
13,E7248,충남,80,86,"18,722",2020년
14,E7248,전북,121,122,"26,571",2020년
15,E7248,전남,54,56,"11,341",2020년
16,E7248,경북,256,258,"53,585",2020년
17,E7248,경남,161,169,"34,837",2020년
18,E7248,제주,-,-,-,2020년
2,E7248,계,"10,029","10,260","2,291,977",2021년
3,E7248,서울,"5,187","5,271","1,187,598",2021년
4,E7248,부산,231,235,"53,514",2021년
5,E7248,인천,43,43,"9,628",2021년
6,E7248,대구,828,847,"190,243",2021년
7,E7248,광주,308,310,"70,310",2021년
8,E7248,대전,351,361,"79,167",2021년
9,E7248,울산,34,34,"7,360",2021년
10,E7248,경기,"2,274","2,356","517,281",2021년
11,E7248,강원,155,162,"34,636",2021년
12,E7248,충북,160,160,"36,421",2021년
13,E7248,충남,45,46,"10,523",2021년
14,E7248,전북,106,106,"23,637",2021년
15,E7248,전남,41,43,"8,948",2021년
16,E7248,경북,107,108,"23,559",2021년
17,E7248,경남,172,174,"38,512",2021년
18,E7248,제주,3,3,638,2021년
2,E7249,계,131,131,"12,097",2017년
3,E7249,서울,43,43,"4,061",2017년
4,E7249,부산,1,1,95,2017년
5,E7249,인천,2,2,182,2017년
6,E7249,대구,3,3,284,2017년
7,E7249,광주,1,1,95,2017년
8,E7249,대전,48,48,"4,363",2017년
9,E7249,울산,-,-,-,2017년
10,E7249,경기,31,31,"2,836",2017년
11,E7249,강원,1,1,91,2017년
12,E7249,충북,-,-,-,2017년
13,E7249,충남,-,-,-,2017년
14,E7249,전남,-,-,-,2017년
15,E7249,경남,1,1,91,2017년
2,E7249,계,229,239,"22,652",2018년
3,E7249,서울,114,120,"11,472",2018년
4,E7249,부산,2,2,192,2018년
5,E7249,인천,10,10,951,2018년
6,E7249,대구,32,33,"3,163",2018년
7,E7249,광주,-,-,-,2018년
8,E7249,대전,3,3,274,2018년
9,E7249,울산,1,1,92,2018년
10,E7249,경기,61,62,"5,752",2018년
11,E7249,강원,-,-,-,2018년
12,E7249,충북,1,1,95,2018년
13,E7249,충남,1,1,96,2018년
14,E7249,전남,1,1,96,2018년
15,E7249,경남,4,5,468,2018년
2,E7249,계,301,316,"29,972",2019년
3,E7249,서울,148,156,"15,129",2019년
4,E7249,부산,5,5,484,2019년
5,E7249,인천,3,3,286,2019년
6,E7249,대구,23,23,"2,228",2019년
7,E7249,광주,1,1,97,2019년
8,E7249,대전,1,1,93,2019년
9,E7249,울산,26,27,"2,519",2019년
10,E7249,경기,77,82,"7,396",2019년
11,E7249,강원,-,-,-,2019년
12,E7249,충북,14,14,"1,360",2019년
13,E7249,충남,2,2,193,2019년
14,E7249,전남,-,-,-,2019년
15,E7249,경남,2,2,186,2019년
2,E7249,계,308,321,"30,638",2020년
3,E7249,서울,169,175,"17,084",2020년
4,E7249,부산,1,1,98,2020년
5,E7249,인천,7,7,680,2020년
6,E7249,대구,30,31,"3,025",2020년
7,E7249,광주,-,-,-,2020년
8,E7249,대전,1,1,98,2020년
9,E7249,울산,16,17,"1,588",2020년
10,E7249,경기,79,84,"7,580",2020년
11,E7249,강원,-,-,-,2020년
12,E7249,충북,2,2,195,2020년
13,E7249,충남,2,2,196,2020년
14,E7249,전남,-,-,-,2020년
15,E7249,경남,1,1,94,2020년
2,E7249,계,310,318,"31,711",2021년
3,E7249,서울,169,175,"17,707",2021년
4,E7249,부산,1,1,99,2021년
5,E7249,인천,1,1,95,2021년
6,E7249,대구,25,25,"2,499",2021년
7,E7249,광주,-,-,-,2021년
8,E7249,대전,1,1,110,2021년
9,E7249,울산,1,1,93,2021년
10,E7249,경기,97,98,"9,666",2021년
11,E7249,강원,-,-,-,2021년
12,E7249,충북,-,-,-,2021년
13,E7249,충남,-,-,-,2021년
14,E7249,전남,1,1,92,2021년
15,E7249,경남,14,14,"1,350",2021년
2,E7249,계,131,131,"12,097",2017년
3,E7249,서울,43,43,"4,061",2017년
4,E7249,부산,1,1,95,2017년
5,E7249,인천,2,2,182,2017년
6,E7249,대구,3,3,284,2017년
7,E7249,광주,1,1,95,2017년
8,E7249,대전,48,48,"4,363",2017년
9,E7249,울산,-,-,-,2017년
10,E7249,경기,31,31,"2,836",2017년
11,E7249,강원,1,1,91,2017년
12,E7249,충북,-,-,-,2017년
13,E7249,충남,-,-,-,2017년
14,E7249,전남,-,-,-,2017년
15,E7249,경남,1,1,91,2017년
2,E7249,계,229,239,"22,652",2018년
3,E7249,서울,114,120,"11,472",2018년
4,E7249,부산,2,2,192,2018년
5,E7249,인천,10,10,951,2018년
6,E7249,대구,32,33,"3,163",2018년
7,E7249,광주,-,-,-,2018년
8,E7249,대전,3,3,274,2018년
9,E7249,울산,1,1,92,2018년
10,E7249,경기,61,62,"5,752",2018년
11,E7249,강원,-,-,-,2018년
12,E7249,충북,1,1,95,2018년
13,E7249,충남,1,1,96,2018년
14,E7249,전남,1,1,96,2018년
15,E7249,경남,4,5,468,2018년
2,E7249,계,301,316,"29,972",2019년
3,E7249,서울,148,156,"15,129",2019년
4,E7249,부산,5,5,484,2019년
5,E7249,인천,3,3,286,2019년
6,E7249,대구,23,23,"2,228",2019년
7,E7249,광주,1,1,97,2019년
8,E7249,대전,1,1,93,2019년
9,E7249,울산,26,27,"2,519",2019년
10,E7249,경기,77,82,"7,396",2019년
11,E7249,강원,-,-,-,2019년
12,E7249,충북,14,14,"1,360",2019년
13,E7249,충남,2,2,193,2019년
14,E7249,전남,-,-,-,2019년
15,E7249,경남,2,2,186,2019년
2,E7249,계,308,321,"30,638",2020년
3,E7249,서울,169,175,"17,084",2020년
4,E7249,부산,1,1,98,2020년
5,E7249,인천,7,7,680,2020년
6,E7249,대구,30,31,"3,025",2020년
7,E7249,광주,-,-,-,2020년
8,E7249,대전,1,1,98,2020년
9,E7249,울산,16,17,"1,588",2020년
10,E7249,경기,79,84,"7,580",2020년
11,E7249,강원,-,-,-,2020년
12,E7249,충북,2,2,195,2020년
13,E7249,충남,2,2,196,2020년
14,E7249,전남,-,-,-,2020년
15,E7249,경남,1,1,94,2020년
2,E7249,계,310,318,"31,711",2021년
3,E7249,서울,169,175,"17,707",2021년
4,E7249,부산,1,1,99,2021년
5,E7249,인천,1,1,95,2021년
6,E7249,대구,25,25,"2,499",2021년
7,E7249,광주,-,-,-,2021년
8,E7249,대전,1,1,110,2021년
9,E7249,울산,1,1,93,2021년
10,E7249,경기,97,98,"9,666",2021년
11,E7249,강원,-,-,-,2021년
12,E7249,충북,-,-,-,2021년
13,E7249,충남,-,-,-,2021년
14,E7249,전남,1,1,92,2021년
15,E7249,경남,14,14,"1,350",2021년
2,E7249,계,131,131,"12,097",2017년
3,E7249,서울,43,43,"4,061",2017년
4,E7249,부산,1,1,95,2017년
5,E7249,인천,2,2,182,2017년
6,E7249,대구,3,3,284,2017년
7,E7249,광주,1,1,95,2017년
8,E7249,대전,48,48,"4,363",2017년
9,E7249,울산,-,-,-,2017년
10,E7249,경기,31,31,"2,836",2017년
11,E7249,강원,1,1,91,2017년
12,E7249,충북,-,-,-,2017년
13,E7249,충남,-,-,-,2017년
14,E7249,전남,-,-,-,2017년
15,E7249,경남,1,1,91,2017년
2,E7249,계,229,239,"22,652",2018년
3,E7249,서울,114,120,"11,472",2018년
4,E7249,부산,2,2,192,2018년
5,E7249,인천,10,10,951,2018년
6,E7249,대구,32,33,"3,163",2018년
7,E7249,광주,-,-,-,2018년
8,E7249,대전,3,3,274,2018년
9,E7249,울산,1,1,92,2018년
10,E7249,경기,61,62,"5,752",2018년
11,E7249,강원,-,-,-,2018년
12,E7249,충북,1,1,95,2018년
13,E7249,충남,1,1,96,2018년
14,E7249,전남,1,1,96,2018년
15,E7249,경남,4,5,468,2018년
2,E7249,계,301,316,"29,972",2019년
3,E7249,서울,148,156,"15,129",2019년
4,E7249,부산,5,5,484,2019년
5,E7249,인천,3,3,286,2019년
6,E7249,대구,23,23,"2,228",2019년
7,E7249,광주,1,1,97,2019년
8,E7249,대전,1,1,93,2019년
9,E7249,울산,26,27,"2,519",2019년
10,E7249,경기,77,82,"7,396",2019년
11,E7249,강원,-,-,-,2019년
12,E7249,충북,14,14,"1,360",2019년
13,E7249,충남,2,2,193,2019년
14,E7249,전남,-,-,-,2019년
15,E7249,경남,2,2,186,2019년
2,E7249,계,308,321,"30,638",2020년
3,E7249,서울,169,175,"17,084",2020년
4,E7249,부산,1,1,98,2020년
5,E7249,인천,7,7,680,2020년
6,E7249,대구,30,31,"3,025",2020년
7,E7249,광주,-,-,-,2020년
8,E7249,대전,1,1,98,2020년
9,E7249,울산,16,17,"1,588",2020년
10,E7249,경기,79,84,"7,580",2020년
11,E7249,강원,-,-,-,2020년
12,E7249,충북,2,2,195,2020년
13,E7249,충남,2,2,196,2020년
14,E7249,전남,-,-,-,2020년
15,E7249,경남,1,1,94,2020년
2,E7249,계,310,318,"31,711",2021년
3,E7249,서울,169,175,"17,707",2021년
4,E7249,부산,1,1,99,2021년
5,E7249,인천,1,1,95,2021년
6,E7249,대구,25,25,"2,499",2021년
7,E7249,광주,-,-,-,2021년
8,E7249,대전,1,1,110,2021년
9,E7249,울산,1,1,93,2021년
10,E7249,경기,97,98,"9,666",2021년
11,E7249,강원,-,-,-,2021년
12,E7249,충북,-,-,-,2021년
13,E7249,충남,-,-,-,2021년
14,E7249,전남,1,1,92,2021년
15,E7249,경남,14,14,"1,350",2021년
2,E7250,계,"2,037","2,049","286,590",2017년
3,E7250,서울,"1,103","1,110","156,174",2017년
4,E7250,부산,79,79,"11,121",2017년
5,E7250,인천,52,52,"7,190",2017년
6,E7250,대구,125,125,"17,616",2017년
7,E7250,광주,160,161,"22,696",2017년
8,E7250,대전,68,68,"9,217",2017년
9,E7250,울산,20,20,"2,819",2017년
10,E7250,경기,320,322,"44,238",2017년
11,E7250,강원,-,-,-,2017년
12,E7250,충북,11,11,"1,551",2017년
13,E7250,충남,20,20,"2,819",2017년
14,E7250,전북,35,35,"4,912",2017년
15,E7250,전남,-,-,-,2017년
16,E7250,경북,19,19,"2,575",2017년
17,E7250,경남,27,27,"3,660",2017년
18,E7250,제주,-,-,-,2017년
2,E7250,계,"2,912","2,949","417,783",2018년
3,E7250,서울,"1,353","1,370","195,127",2018년
4,E7250,부산,121,121,"17,253",2018년
5,E7250,인천,64,64,"9,057",2018년
6,E7250,대구,367,373,"53,142",2018년
7,E7250,광주,166,168,"23,957",2018년
8,E7250,대전,44,44,"6,021",2018년
9,E7250,울산,3,3,413,2018년
10,E7250,경기,545,551,"76,879",2018년
11,E7250,강원,40,40,"5,718",2018년
12,E7250,충북,46,46,"6,567",2018년
13,E7250,충남,8,8,"1,144",2018년
14,E7250,전북,73,74,"10,558",2018년
15,E7250,전남,1,1,140,2018년
16,E7250,경북,36,37,"5,066",2018년
17,E7250,경남,46,49,"6,740",2018년
18,E7250,제주,-,-,-,2018년
2,E7250,계,"3,159","3,218","460,374",2019년
3,E7250,서울,"1,578","1,603","231,509",2019년
4,E7250,부산,73,74,"10,683",2019년
5,E7250,인천,64,64,"9,179",2019년
6,E7250,대구,371,385,"55,109",2019년
7,E7250,광주,108,109,"15,774",2019년
8,E7250,대전,33,33,"4,582",2019년
9,E7250,울산,12,12,"1,668",2019년
10,E7250,경기,728,743,"104,140",2019년
11,E7250,강원,41,41,"5,831",2019년
12,E7250,충북,23,23,"3,322",2019년
13,E7250,충남,7,7,"1,014",2019년
14,E7250,전북,63,63,"9,114",2019년
15,E7250,전남,6,6,802,2019년
16,E7250,경북,31,31,"4,312",2019년
17,E7250,경남,23,24,"3,334",2019년
18,E7250,제주,-,-,-,2019년
2,E7250,계,"3,228","3,301","474,076",2020년
3,E7250,서울,"1,579","1,604","232,781",2020년
4,E7250,부산,52,54,"7,854",2020년
5,E7250,인천,105,108,"15,523",2020년
6,E7250,대구,221,224,"32,526",2020년
7,E7250,광주,61,61,"8,892",2020년
8,E7250,대전,109,112,"15,703",2020년
9,E7250,울산,17,19,"2,651",2020년
10,E7250,경기,789,816,"115,573",2020년
11,E7250,강원,40,43,"5,762",2020년
12,E7250,충북,4,4,581,2020년
13,E7250,충남,2,2,292,2020년
14,E7250,전북,90,90,"13,121",2020년
15,E7250,전남,12,12,"1,635",2020년
16,E7250,경북,137,137,"19,080",2020년
17,E7250,경남,15,15,"2,102",2020년
18,E7250,제주,-,-,-,2020년
2,E7250,계,"3,976","4,054","605,398",2021년
3,E7250,서울,"2,038","2,071","311,225",2021년
4,E7250,부산,126,126,"19,212",2021년
5,E7250,인천,67,68,"10,157",2021년
6,E7250,대구,262,265,"39,775",2021년
7,E7250,광주,116,117,"17,609",2021년
8,E7250,대전,185,191,"27,937",2021년
9,E7250,울산,9,9,"1,344",2021년
10,E7250,경기,930,957,"141,081",2021년
11,E7250,강원,32,32,"4,681",2021년
12,E7250,충북,-,-,-,2021년
13,E7250,충남,9,9,"1,329",2021년
14,E7250,전북,88,88,"13,207",2021년
15,E7250,전남,11,11,"1,578",2021년
16,E7250,경북,70,70,"10,199",2021년
17,E7250,경남,38,38,"5,778",2021년
18,E7250,제주,2,2,284,2021년
2,E7250,계,"2,037","2,049","286,590",2017년
3,E7250,서울,"1,103","1,110","156,174",2017년
4,E7250,부산,79,79,"11,121",2017년
5,E7250,인천,52,52,"7,190",2017년
6,E7250,대구,125,125,"17,616",2017년
7,E7250,광주,160,161,"22,696",2017년
8,E7250,대전,68,68,"9,217",2017년
9,E7250,울산,20,20,"2,819",2017년
10,E7250,경기,320,322,"44,238",2017년
11,E7250,강원,-,-,-,2017년
12,E7250,충북,11,11,"1,551",2017년
13,E7250,충남,20,20,"2,819",2017년
14,E7250,전북,35,35,"4,912",2017년
15,E7250,전남,-,-,-,2017년
16,E7250,경북,19,19,"2,575",2017년
17,E7250,경남,27,27,"3,660",2017년
18,E7250,제주,-,-,-,2017년
2,E7250,계,"2,912","2,949","417,783",2018년
3,E7250,서울,"1,353","1,370","195,127",2018년
4,E7250,부산,121,121,"17,253",2018년
5,E7250,인천,64,64,"9,057",2018년
