,Unnamed: 0,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
596,10,HA642,경기,5,5,"1,598",2020년
597,11,HA642,강원,16,37,"7,255",2020년
598,12,HA642,충북,60,43,"13,448",2020년
599,13,HA642,충남,4,4,771,2020년
600,14,HA642,전북,-,-,-,2020년
601,15,HA642,전남,1,1,392,2020년
602,16,HA642,경북,-,-,-,2020년
603,17,HA642,경남,5,4,"1,803",2020년
604,18,HA642,제주,2,2,927,2020년
605,19,HA642,세종,1,1,178,2020년
606,2,HA642,계,571,552,"161,541",2021년
607,3,HA642,서울,79,144,"30,776",2021년
608,4,HA642,부산,1,1,362,2021년
609,5,HA642,인천,10,14,"4,055",2021년
610,6,HA642,대구,4,2,752,2021년
611,7,HA642,광주,1,1,377,2021년
612,8,HA642,대전,2,2,387,2021년
613,9,HA642,울산,1,0,185,2021년
614,10,HA642,경기,20,16,"5,564",2021년
615,11,HA642,강원,6,7,"1,266",2021년
616,12,HA642,충북,216,223,"69,390",2021년
617,13,HA642,충남,36,36,"7,512",2021년
618,14,HA642,전북,181,90,"36,003",2021년
619,15,HA642,전남,1,1,398,2021년
620,16,HA642,경북,2,2,723,2021년
621,17,HA642,경남,7,7,"3,067",2021년
622,18,HA642,제주,-,-,-,2021년
623,19,HA642,세종,4,4,723,2021년
624,2,HA651,계,"4,035","4,498","668,612",2010년
625,3,HA651,서울,"1,246","1,434","214,091",2010년
626,4,HA651,부산,267,292,"44,552",2010년
627,5,HA651,인천,210,249,"39,723",2010년
628,6,HA651,대구,122,126,"17,683",2010년
629,7,HA651,광주,266,283,"41,200",2010년
630,8,HA651,대전,344,354,"71,361",2010년
631,9,HA651,울산,181,155,"27,246",2010년
632,10,HA651,경기,668,806,"106,144",2010년
633,11,HA651,강원,86,98,"12,216",2010년
634,12,HA651,충북,83,84,"12,383",2010년
635,13,HA651,충남,113,115,"16,669",2010년
636,14,HA651,전북,164,173,"24,138",2010년
637,15,HA651,전남,7,7,"1,395",2010년
638,16,HA651,경북,59,65,"10,225",2010년
639,17,HA651,경남,206,214,"24,306",2010년
640,18,HA651,제주,36,42,"5,280",2010년
641,19,HA651,세종,-,-,-,2010년
642,2,HA651,계,"4,351","4,773","789,647",2011년
643,3,HA651,서울,"1,271","1,402","233,516",2011년
644,4,HA651,부산,360,354,"58,760",2011년
645,5,HA651,인천,249,298,"53,895",2011년
646,6,HA651,대구,110,112,"17,180",2011년
647,7,HA651,광주,259,292,"49,306",2011년
648,8,HA651,대전,355,343,"71,888",2011년
649,9,HA651,울산,160,137,"26,941",2011년
650,10,HA651,경기,719,854,"125,592",2011년
651,11,HA651,강원,80,92,"14,211",2011년
652,12,HA651,충북,117,128,"19,340",2011년
653,13,HA651,충남,155,175,"28,341",2011년
654,14,HA651,전북,175,190,"32,771",2011년
655,15,HA651,전남,8,8,"1,490",2011년
656,16,HA651,경북,68,76,"10,589",2011년
657,17,HA651,경남,256,246,"36,610",2011년
658,18,HA651,제주,50,66,"9,218",2011년
659,19,HA651,세종,-,-,-,2011년
660,2,HA651,계,"4,897","5,351","997,862",2012년
661,3,HA651,서울,"1,329","1,469","277,191",2012년
662,4,HA651,부산,475,501,"91,055",2012년
663,5,HA651,인천,208,262,"46,607",2012년
664,6,HA651,대구,193,175,"35,660",2012년
665,7,HA651,광주,257,280,"55,666",2012년
666,8,HA651,대전,428,410,"96,509",2012년
667,9,HA651,울산,173,151,"33,805",2012년
668,10,HA651,경기,869,"1,019","166,391",2012년
669,11,HA651,강원,63,80,"15,347",2012년
670,12,HA651,충북,136,144,"25,752",2012년
671,13,HA651,충남,159,192,"32,902",2012년
672,14,HA651,전북,167,178,"34,295",2012년
673,15,HA651,전남,10,10,"2,102",2012년
674,16,HA651,경북,94,94,"16,030",2012년
675,17,HA651,경남,322,316,"56,665",2012년
676,18,HA651,제주,64,70,"11,884",2012년
677,19,HA651,세종,-,-,-,2012년
678,2,HA651,계,"5,243","5,821","1,087,834",2013년
679,3,HA651,서울,"1,465","1,715","316,164",2013년
680,4,HA651,부산,436,439,"81,270",2013년
681,5,HA651,인천,271,365,"64,419",2013년
682,6,HA651,대구,207,185,"36,699",2013년
683,7,HA651,광주,267,278,"55,488",2013년
684,8,HA651,대전,500,473,"112,150",2013년
685,9,HA651,울산,129,117,"23,867",2013년
686,10,HA651,경기,"1,015","1,196","196,278",2013년
687,11,HA651,강원,98,122,"23,082",2013년
688,12,HA651,충북,89,92,"16,098",2013년
689,13,HA651,충남,123,148,"26,482",2013년
690,14,HA651,전북,168,172,"33,382",2013년
691,15,HA651,전남,11,11,"2,501",2013년
692,16,HA651,경북,159,141,"29,438",2013년
693,17,HA651,경남,323,340,"65,746",2013년
694,18,HA651,제주,28,28,"4,772",2013년
695,19,HA651,세종,-,-,-,2013년
696,2,HA651,계,"5,599","6,158","1,175,744",2014년
697,3,HA651,서울,"1,661","1,885","362,995",2014년
698,4,HA651,부산,555,599,"106,518",2014년
699,5,HA651,인천,378,466,"84,166",2014년
700,6,HA651,대구,192,186,"35,207",2014년
701,7,HA651,광주,266,293,"55,858",2014년
702,8,HA651,대전,431,434,"91,758",2014년
703,9,HA651,울산,94,83,"18,276",2014년
704,10,HA651,경기,"1,031","1,172","204,720",2014년
705,11,HA651,강원,72,88,"16,063",2014년
706,12,HA651,충북,208,187,"41,641",2014년
707,13,HA651,충남,89,96,"17,947",2014년
708,14,HA651,전북,181,198,"38,593",2014년
709,15,HA651,전남,22,16,"4,273",2014년
710,16,HA651,경북,161,154,"38,867",2014년
711,17,HA651,경남,293,285,"55,237",2014년
712,18,HA651,제주,20,18,"3,627",2014년
713,19,HA651,세종,-,-,-,2014년
714,2,HA651,계,"5,648","6,221","1,187,546",2015년
715,3,HA651,서울,"1,561","1,884","343,548",2015년
716,4,HA651,부산,539,596,"105,479",2015년
717,5,HA651,인천,373,457,"84,450",2015년
718,6,HA651,대구,243,232,"46,377",2015년
719,7,HA651,광주,293,287,"58,700",2015년
720,8,HA651,대전,402,412,"84,867",2015년
721,9,HA651,울산,91,87,"17,963",2015년
722,10,HA651,경기,933,"1,109","189,479",2015년
723,11,HA651,강원,74,97,"17,282",2015년
724,12,HA651,충북,305,216,"61,789",2015년
725,13,HA651,충남,100,97,"18,237",2015년
726,14,HA651,전북,177,192,"37,338",2015년
727,15,HA651,전남,56,42,"12,220",2015년
728,16,HA651,경북,172,150,"37,615",2015년
729,17,HA651,경남,310,306,"60,972",2015년
730,18,HA651,제주,53,58,"11,230",2015년
731,19,HA651,세종,-,-,-,2015년
732,2,HA651,계,"6,462","7,259","1,373,343",2016년
733,3,HA651,서울,"2,041","2,437","459,971",2016년
734,4,HA651,부산,631,694,"122,190",2016년
735,5,HA651,인천,440,493,"94,887",2016년
736,6,HA651,대구,275,232,"51,515",2016년
737,7,HA651,광주,281,272,"58,553",2016년
738,8,HA651,대전,330,322,"69,431",2016년
739,9,HA651,울산,145,129,"26,208",2016년
740,10,HA651,경기,"1,100","1,359","229,110",2016년
741,11,HA651,강원,110,167,"25,713",2016년
742,12,HA651,충북,144,160,"30,843",2016년
743,13,HA651,충남,93,94,"16,897",2016년
744,14,HA651,전북,223,294,"48,694",2016년
745,15,HA651,전남,53,36,"10,566",2016년
746,16,HA651,경북,176,130,"35,982",2016년
747,17,HA651,경남,412,376,"79,155",2016년
748,18,HA651,제주,65,64,"13,628",2016년
749,19,HA651,세종,-,-,-,2016년
750,2,HA651,계,"6,654","7,195","1,453,453",2017년
751,3,HA651,서울,"2,166","2,408","495,380",2017년
752,4,HA651,부산,633,692,"131,772",2017년
753,5,HA651,인천,389,423,"84,210",2017년
754,6,HA651,대구,339,289,"64,084",2017년
755,7,HA651,광주,313,305,"64,129",2017년
756,8,HA651,대전,325,318,"67,686",2017년
757,9,HA651,울산,154,159,"32,044",2017년
758,10,HA651,경기,"1,014","1,238","226,361",2017년
759,11,HA651,강원,123,144,"26,171",2017년
760,12,HA651,충북,153,167,"32,932",2017년
761,13,HA651,충남,150,160,"29,146",2017년
762,14,HA651,전북,248,290,"50,337",2017년
763,15,HA651,전남,50,31,"9,807",2017년
764,16,HA651,경북,204,154,"42,679",2017년
765,17,HA651,경남,426,378,"89,985",2017년
766,18,HA651,제주,35,40,"6,730",2017년
767,19,HA651,세종,-,-,-,2017년
768,2,HA651,계,"7,563","8,305","1,834,016",2018년
769,3,HA651,서울,"2,552","2,856","656,918",2018년
770,4,HA651,부산,690,730,"155,531",2018년
771,5,HA651,인천,491,539,"118,091",2018년
772,6,HA651,대구,414,399,"92,032",2018년
773,7,HA651,광주,329,357,"74,801",2018년
774,8,HA651,대전,324,322,"76,786",2018년
775,9,HA651,울산,135,155,"28,843",2018년
776,10,HA651,경기,"1,281","1,573","309,198",2018년
777,11,HA651,강원,101,124,"24,653",2018년
778,12,HA651,충북,151,160,"35,847",2018년
779,13,HA651,충남,165,162,"33,634",2018년
780,14,HA651,전북,221,298,"57,091",2018년
781,15,HA651,전남,58,36,"12,802",2018년
782,16,HA651,경북,179,134,"39,705",2018년
783,17,HA651,경남,487,389,"104,885",2018년
784,18,HA651,제주,57,73,"13,198",2018년
785,19,HA651,세종,-,-,-,2018년
786,2,HA651,계,"8,097","9,321","2,109,542",2019년
787,3,HA651,서울,"2,823","3,226","781,324",2019년
788,4,HA651,부산,658,700,"155,451",2019년
789,5,HA651,인천,470,678,"118,776",2019년
790,6,HA651,대구,384,366,"91,101",2019년
791,7,HA651,광주,369,421,"89,261",2019년
792,8,HA651,대전,382,377,"95,034",2019년
793,9,HA651,울산,140,157,"31,920",2019년
794,10,HA651,경기,"1,418","1,862","368,314",2019년
795,11,HA651,강원,103,114,"24,693",2019년
796,12,HA651,충북,178,182,"44,548",2019년
797,13,HA651,충남,178,192,"42,966",2019년
798,14,HA651,전북,238,327,"67,812",2019년
799,15,HA651,전남,58,40,"14,576",2019년
800,16,HA651,경북,164,132,"37,201",2019년
801,17,HA651,경남,556,465,"130,953",2019년
802,18,HA651,제주,62,81,"15,612",2019년
803,19,HA651,세종,-,-,-,2019년
804,2,HA651,계,"8,022","9,476","2,178,198",2020년
805,3,HA651,서울,"2,706","3,049","757,772",2020년
806,4,HA651,부산,676,728,"171,263",2020년
807,5,HA651,인천,405,556,"107,801",2020년
808,6,HA651,대구,340,325,"80,470",2020년
809,7,HA651,광주,387,409,"102,158",2020년
810,8,HA651,대전,297,308,"80,882",2020년
811,9,HA651,울산,134,151,"33,484",2020년
812,10,HA651,경기,"1,528","2,297","427,691",2020년
813,11,HA651,강원,116,153,"33,095",2020년
814,12,HA651,충북,197,206,"48,456",2020년
815,13,HA651,충남,228,241,"61,810",2020년
816,14,HA651,전북,265,312,"76,198",2020년
817,15,HA651,전남,64,45,"16,473",2020년
818,16,HA651,경북,200,168,"51,343",2020년
819,17,HA651,경남,478,468,"116,774",2020년
820,18,HA651,제주,44,50,"10,652",2020년
821,19,HA651,세종,10,10,"1,878",2020년
822,2,HA651,계,"8,547","9,915","2,309,438",2021년
823,3,HA651,서울,"2,852","3,208","809,347",2021년
824,4,HA651,부산,645,662,"159,638",2021년
825,5,HA651,인천,408,528,"108,241",2021년
826,6,HA651,대구,402,386,"101,046",2021년
827,7,HA651,광주,374,378,"95,905",2021년
828,8,HA651,대전,302,356,"81,974",2021년
829,9,HA651,울산,156,176,"37,392",2021년
830,10,HA651,경기,"1,686","2,435","457,952",2021년
831,11,HA651,강원,85,102,"23,903",2021년
832,12,HA651,충북,231,242,"56,678",2021년
833,13,HA651,충남,207,213,"55,712",2021년
834,14,HA651,전북,430,338,"101,106",2021년
835,15,HA651,전남,116,83,"31,043",2021년
836,16,HA651,경북,164,133,"42,125",2021년
837,17,HA651,경남,518,607,"132,626",2021년
838,18,HA651,제주,24,31,"6,815",2021년
839,19,HA651,세종,30,36,"7,937",2021년
840,2,HA652,계,"2,421","2,787","529,121",2010년
841,3,HA652,서울,710,796,"149,070",2010년
842,4,HA652,부산,96,112,"16,178",2010년
843,5,HA652,인천,24,28,"4,721",2010년
844,6,HA652,대구,87,98,"22,830",2010년
845,7,HA652,광주,175,203,"36,313",2010년
846,8,HA652,대전,52,55,"10,879",2010년
847,9,HA652,울산,41,39,"7,186",2010년
848,10,HA652,경기,592,742,"141,599",2010년
849,11,HA652,강원,117,123,"29,031",2010년
850,12,HA652,충북,43,52,"11,084",2010년
851,13,HA652,충남,83,92,"23,041",2010년
852,14,HA652,전북,119,136,"21,689",2010년
853,15,HA652,전남,33,40,"7,654",2010년
854,16,HA652,경북,55,48,"9,523",2010년
855,17,HA652,경남,191,210,"36,160",2010년
856,18,HA652,제주,13,12,"2,164",2010년
857,19,HA652,세종,-,-,-,2010년
858,2,HA652,계,"2,816","3,246","697,932",2011년
859,3,HA652,서울,898,"1,062","222,914",2011년
860,4,HA652,부산,88,91,"18,668",2011년
861,5,HA652,인천,47,53,"10,548",2011년
862,6,HA652,대구,61,69,"16,685",2011년
863,7,HA652,광주,199,229,"48,999",2011년
864,8,HA652,대전,96,98,"25,010",2011년
865,9,HA652,울산,49,50,"10,008",2011년
866,10,HA652,경기,612,748,"155,661",2011년
867,11,HA652,강원,125,122,"34,404",2011년
868,12,HA652,충북,68,84,"16,926",2011년
869,13,HA652,충남,71,74,"20,278",2011년
870,14,HA652,전북,128,142,"26,856",2011년
871,15,HA652,전남,71,106,"23,333",2011년
872,16,HA652,경북,86,84,"17,197",2011년
873,17,HA652,경남,221,218,"46,284",2011년
874,18,HA652,제주,18,17,"4,160",2011년
875,19,HA652,세종,-,-,-,2011년
876,2,HA652,계,"3,122","3,576","884,401",2012년
877,3,HA652,서울,"1,012","1,192","275,422",2012년
878,4,HA652,부산,192,208,"48,459",2012년
879,5,HA652,인천,90,94,"23,052",2012년
880,6,HA652,대구,100,98,"27,296",2012년
881,7,HA652,광주,167,183,"46,726",2012년
882,8,HA652,대전,60,56,"15,471",2012년
883,9,HA652,울산,61,60,"13,959",2012년
884,10,HA652,경기,671,825,"207,998",2012년
885,11,HA652,강원,99,98,"32,016",2012년
886,12,HA652,충북,78,92,"21,446",2012년
887,13,HA652,충남,49,50,"16,024",2012년
888,14,HA652,전북,134,150,"34,205",2012년
889,15,HA652,전남,68,98,"32,414",2012년
890,16,HA652,경북,70,66,"15,810",2012년
891,17,HA652,경남,268,276,"68,107",2012년
892,18,HA652,제주,23,28,"5,997",2012년
893,19,HA652,세종,-,-,-,2012년
894,2,HA652,계,"3,522","4,001","997,920",2013년
895,3,HA652,서울,"1,104","1,285","304,975",2013년
896,4,HA652,부산,258,271,"63,862",2013년
897,5,HA652,인천,127,125,"30,916",2013년
898,6,HA652,대구,137,138,"36,642",2013년
899,7,HA652,광주,203,228,"57,051",2013년
900,8,HA652,대전,66,56,"17,108",2013년
901,9,HA652,울산,67,68,"16,313",2013년
902,10,HA652,경기,731,891,"219,425",2013년
903,11,HA652,강원,93,100,"31,058",2013년
904,12,HA652,충북,63,66,"15,962",2013년
905,13,HA652,충남,87,92,"30,733",2013년
906,14,HA652,전북,133,162,"36,838",2013년
907,15,HA652,전남,68,66,"22,800",2013년
908,16,HA652,경북,104,96,"24,557",2013년
909,17,HA652,경남,251,282,"73,455",2013년
910,18,HA652,제주,57,73,"16,223",2013년
911,19,HA652,세종,-,-,-,2013년
912,2,HA652,계,"4,121","4,647","1,196,653",2014년
913,3,HA652,서울,"1,222","1,399","336,337",2014년
914,4,HA652,부산,372,412,"91,823",2014년
915,5,HA652,인천,242,267,"66,447",2014년
916,6,HA652,대구,152,160,"48,206",2014년
917,7,HA652,광주,224,261,"60,993",2014년
918,8,HA652,대전,85,92,"23,300",2014년
919,9,HA652,울산,46,54,"13,159",2014년
920,10,HA652,경기,877,"1,033","271,088",2014년
921,11,HA652,강원,127,113,"41,097",2014년
922,12,HA652,충북,165,175,"57,214",2014년
923,13,HA652,충남,101,122,"39,166",2014년
924,14,HA652,전북,105,129,"29,379",2014년
925,15,HA652,전남,89,78,"26,812",2014년
926,16,HA652,경북,89,82,"24,339",2014년
927,17,HA652,경남,232,226,"56,588",2014년
928,18,HA652,제주,42,44,"10,707",2014년
929,19,HA652,세종,-,-,-,2014년
930,2,HA652,계,"4,583","5,166","1,381,764",2015년
931,3,HA652,서울,"1,193","1,366","338,012",2015년
932,4,HA652,부산,379,447,"97,555",2015년
933,5,HA652,인천,260,334,"77,631",2015년
934,6,HA652,대구,213,205,"58,165",2015년
935,7,HA652,광주,253,275,"70,156",2015년
936,8,HA652,대전,143,142,"36,689",2015년
937,9,HA652,울산,66,73,"18,699",2015년
938,10,HA652,경기,882,"1,053","280,302",2015년
939,11,HA652,강원,114,119,"38,822",2015년
940,12,HA652,충북,291,300,"126,838",2015년
941,13,HA652,충남,110,112,"38,188",2015년
942,14,HA652,전북,147,166,"40,733",2015년
943,15,HA652,전남,131,108,"37,607",2015년
944,16,HA652,경북,115,113,"32,147",2015년
945,17,HA652,경남,256,262,"70,669",2015년
946,18,HA652,제주,72,90,"19,551",2015년
947,19,HA652,세종,-,-,-,2015년
948,2,HA652,계,"5,087","5,693","1,459,972",2016년
949,3,HA652,서울,"1,444","1,678","416,349",2016년
950,4,HA652,부산,436,500,"112,641",2016년
951,5,HA652,인천,299,335,"79,147",2016년
952,6,HA652,대구,252,248,"69,113",2016년
953,7,HA652,광주,272,268,"70,987",2016년
954,8,HA652,대전,161,173,"43,574",2016년
955,9,HA652,울산,113,114,"29,607",2016년
956,10,HA652,경기,954,"1,134","293,786",2016년
957,11,HA652,강원,195,186,"61,529",2016년
958,12,HA652,충북,117,134,"33,457",2016년
959,13,HA652,충남,93,105,"31,354",2016년
960,14,HA652,전북,180,248,"52,443",2016년
961,15,HA652,전남,117,93,"31,419",2016년
962,16,HA652,경북,106,94,"27,058",2016년
963,17,HA652,경남,317,281,"78,720",2016년
964,18,HA652,제주,85,102,"28,787",2016년
965,19,HA652,세종,-,-,-,2016년
966,2,HA652,계,"5,291","5,949","1,551,632",2017년
967,3,HA652,서울,"1,578","1,786","457,796",2017년
968,4,HA652,부산,446,518,"118,601",2017년
969,5,HA652,인천,301,328,"81,768",2017년
970,6,HA652,대구,245,254,"69,495",2017년
971,7,HA652,광주,269,283,"71,016",2017년
972,8,HA652,대전,192,193,"53,349",2017년
973,9,HA652,울산,117,126,"31,987",2017년
974,10,HA652,경기,896,"1,083","278,285",2017년
975,11,HA652,강원,194,204,"68,489",2017년
976,12,HA652,충북,102,116,"27,785",2017년
977,13,HA652,충남,153,165,"52,030",2017년
978,14,HA652,전북,183,221,"47,601",2017년
979,15,HA652,전남,134,151,"42,212",2017년
980,16,HA652,경북,124,110,"32,710",2017년
981,17,HA652,경남,357,322,"96,590",2017년
982,18,HA652,제주,73,90,"21,920",2017년
983,19,HA652,세종,-,-,-,2017년
984,2,HA652,계,"6,169","7,184","1,831,004",2018년
985,3,HA652,서울,"1,931","2,308","594,924",2018년
986,4,HA652,부산,518,594,"139,552",2018년
987,5,HA652,인천,374,412,"98,114",2018년
988,6,HA652,대구,360,382,"104,929",2018년
989,7,HA652,광주,315,368,"85,249",2018년
990,8,HA652,대전,187,196,"52,712",2018년
991,9,HA652,울산,128,147,"32,010",2018년
992,10,HA652,경기,993,"1,231","304,945",2018년
993,11,HA652,강원,279,303,"88,595",2018년
994,12,HA652,충북,96,110,"26,011",2018년
995,13,HA652,충남,165,171,"56,035",2018년
996,14,HA652,전북,199,281,"58,394",2018년
997,15,HA652,전남,129,158,"41,485",2018년
998,16,HA652,경북,96,84,"24,565",2018년
999,17,HA652,경남,391,314,"96,040",2018년
1000,18,HA652,제주,88,125,"27,442",2018년
1001,19,HA652,세종,-,-,-,2018년
1002,2,HA652,계,"6,493","8,007","1,934,620",2019년
1003,3,HA652,서울,"2,131","2,694","676,511",2019년
1004,4,HA652,부산,506,566,"129,759",2019년
1005,5,HA652,인천,327,486,"88,114",2019년
1006,6,HA652,대구,331,342,"89,212",2019년
1007,7,HA652,광주,345,414,"94,659",2019년
1008,8,HA652,대전,231,266,"68,344",2019년
1009,9,HA652,울산,128,148,"31,175",2019년
1010,10,HA652,경기,"1,151","1,526","348,261",2019년
1011,11,HA652,강원,268,287,"76,725",2019년
1012,12,HA652,충북,86,96,"23,091",2019년
1013,13,HA652,충남,168,166,"52,333",2019년
1014,14,HA652,전북,176,262,"55,605",2019년
1015,15,HA652,전남,148,164,"40,833",2019년
1016,16,HA652,경북,93,88,"24,876",2019년
1017,17,HA652,경남,420,375,"108,441",2019년
1018,18,HA652,제주,71,126,"26,680",2019년
1019,19,HA652,세종,-,-,-,2019년
1020,2,HA652,계,"6,367","7,900","1,846,082",2020년
1021,3,HA652,서울,"1,988","2,485","617,507",2020년
1022,4,HA652,부산,537,584,"137,788",2020년
1023,5,HA652,인천,307,450,"82,500",2020년
1024,6,HA652,대구,302,316,"78,906",2020년
1025,7,HA652,광주,331,363,"87,156",2020년
1026,8,HA652,대전,216,233,"60,333",2020년
1027,9,HA652,울산,137,152,"33,898",2020년
1028,10,HA652,경기,"1,159","1,676","351,752",2020년
1029,11,HA652,강원,266,382,"80,397",2020년
1030,12,HA652,충북,90,96,"23,627",2020년
1031,13,HA652,충남,200,192,"58,228",2020년
1032,14,HA652,전북,180,218,"52,981",2020년
1033,15,HA652,전남,165,162,"40,483",2020년
1034,16,HA652,경북,103,92,"24,238",2020년
1035,17,HA652,경남,355,378,"88,135",2020년
1036,18,HA652,제주,84,115,"26,797",2020년
1037,19,HA652,세종,7,7,"1,356",2020년
1038,2,HA652,계,"6,612","8,132","1,910,322",2021년
1039,3,HA652,서울,"2,028","2,547","635,519",2021년
1040,4,HA652,부산,529,562,"133,411",2021년
1041,5,HA652,인천,343,460,"88,273",2021년
1042,6,HA652,대구,362,357,"88,126",2021년
1043,7,HA652,광주,299,330,"83,310",2021년
1044,8,HA652,대전,229,268,"57,864",2021년
1045,9,HA652,울산,146,167,"36,556",2021년
1046,10,HA652,경기,"1,260","1,695","365,963",2021년
1047,11,HA652,강원,243,340,"74,550",2021년
1048,12,HA652,충북,95,104,"25,995",2021년
1049,13,HA652,충남,172,174,"49,869",2021년
1050,14,HA652,전북,180,180,"46,989",2021년
1051,15,HA652,전남,198,179,"56,614",2021년
1052,16,HA652,경북,112,102,"27,388",2021년
1053,17,HA652,경남,376,510,"102,311",2021년
1054,18,HA652,제주,82,120,"29,338",2021년
1055,19,HA652,세종,30,38,"8,248",2021년
1056,2,HA691,계,111,112,"27,378",2010년
1057,3,HA691,서울,75,76,"18,295",2010년
1058,4,HA691,부산,5,5,"1,144",2010년
1059,5,HA691,인천,-,-,-,2010년
1060,6,HA691,대구,4,4,"1,111",2010년
1061,7,HA691,광주,2,2,496,2010년
1062,8,HA691,대전,5,5,"1,455",2010년
1063,9,HA691,울산,-,-,-,2010년
1064,10,HA691,경기,12,12,"2,638",2010년
1065,11,HA691,강원,-,-,-,2010년
1066,12,HA691,충북,1,1,165,2010년
1067,13,HA691,충남,1,1,165,2010년
1068,14,HA691,전북,2,2,661,2010년
1069,15,HA691,전남,-,-,-,2010년
1070,16,HA691,경북,5,4,"1,083",2010년
1071,17,HA691,경남,1,1,165,2010년
1072,18,HA691,제주,-,-,-,2010년
1073,19,HA691,세종,-,-,-,2010년
1074,2,HA691,계,90,86,"21,232",2011년
1075,3,HA691,서울,62,58,"13,917",2011년
1076,4,HA691,부산,7,7,"1,995",2011년
1077,5,HA691,인천,2,2,372,2011년
1078,6,HA691,대구,-,-,-,2011년
1079,7,HA691,광주,2,2,558,2011년
1080,8,HA691,대전,3,2,743,2011년
1081,9,HA691,울산,-,-,-,2011년
1082,10,HA691,경기,11,10,"2,395",2011년
1083,11,HA691,강원,-,-,-,2011년
1084,12,HA691,충북,1,1,179,2011년
1085,13,HA691,충남,-,-,-,2011년
1086,14,HA691,전북,3,3,"1,074",2011년
1087,15,HA691,전남,-,-,-,2011년
1088,16,HA691,경북,-,-,-,2011년
1089,17,HA691,경남,-,-,-,2011년
1090,18,HA691,제주,-,-,-,2011년
1091,19,HA691,세종,-,-,-,2011년
1092,2,HA691,계,125,127,"36,212",2012년
1093,3,HA691,서울,76,77,"22,418",2012년
1094,4,HA691,부산,4,4,"1,049",2012년
1095,5,HA691,인천,5,5,"1,678",2012년
1096,6,HA691,대구,5,5,"1,754",2012년
1097,7,HA691,광주,5,5,"1,235",2012년
1098,8,HA691,대전,1,1,381,2012년
1099,9,HA691,울산,-,-,-,2012년
1100,10,HA691,경기,25,26,"6,303",2012년
1101,11,HA691,강원,-,-,-,2012년
1102,12,HA691,충북,-,-,-,2012년
1103,13,HA691,충남,2,2,820,2012년
1104,14,HA691,전북,1,1,372,2012년
1105,15,HA691,전남,-,-,-,2012년
1106,16,HA691,경북,1,0,202,2012년
1107,17,HA691,경남,-,-,-,2012년
1108,18,HA691,제주,-,-,-,2012년
1109,19,HA691,세종,-,-,-,2012년
1110,2,HA691,계,139,141,"41,844",2013년
1111,3,HA691,서울,92,92,"28,132",2013년
1112,4,HA691,부산,6,6,"1,689",2013년
1113,5,HA691,인천,4,4,"1,282",2013년
1114,6,HA691,대구,3,3,858,2013년
1115,7,HA691,광주,1,1,419,2013년
1116,8,HA691,대전,1,1,206,2013년
1117,9,HA691,울산,-,-,-,2013년
1118,10,HA691,경기,24,26,"6,983",2013년
1119,11,HA691,강원,1,1,215,2013년
1120,12,HA691,충북,1,1,206,2013년
1121,13,HA691,충남,4,3,"1,014",2013년
1122,14,HA691,전북,2,2,839,2013년
1123,15,HA691,전남,-,-,-,2013년
1124,16,HA691,경북,-,-,-,2013년
1125,17,HA691,경남,-,-,-,2013년
1126,18,HA691,제주,-,-,-,2013년
1127,19,HA691,세종,-,-,-,2013년
1128,2,HA691,계,176,173,"55,159",2014년
1129,3,HA691,서울,100,99,"32,907",2014년
1130,4,HA691,부산,10,12,"3,025",2014년
1131,5,HA691,인천,2,2,875,2014년
1132,6,HA691,대구,-,-,-,2014년
1133,7,HA691,광주,-,-,-,2014년
1134,8,HA691,대전,5,4,"1,800",2014년
1135,9,HA691,울산,-,-,-,2014년
1136,10,HA691,경기,37,38,"10,224",2014년
1137,11,HA691,강원,2,2,425,2014년
1138,12,HA691,충북,1,1,219,2014년
1139,13,HA691,충남,5,4,"1,424",2014년
1140,14,HA691,전북,5,5,"1,951",2014년
1141,15,HA691,전남,-,-,-,2014년
1142,16,HA691,경북,7,4,"1,682",2014년
1143,17,HA691,경남,3,2,627,2014년
1144,18,HA691,제주,-,-,-,2014년
1145,19,HA691,세종,-,-,-,2014년
1146,2,HA691,계,170,177,"53,440",2015년
1147,3,HA691,서울,104,105,"31,249",2015년
1148,4,HA691,부산,4,4,976,2015년
1149,5,HA691,인천,3,2,"1,096",2015년
1150,6,HA691,대구,4,7,"2,420",2015년
1151,7,HA691,광주,-,-,-,2015년
1152,8,HA691,대전,2,2,841,2015년
1153,9,HA691,울산,1,1,214,2015년
1154,10,HA691,경기,42,47,"13,291",2015년
1155,11,HA691,강원,1,0,210,2015년
1156,12,HA691,충북,-,-,-,2015년
1157,13,HA691,충남,4,4,"1,537",2015년
1158,14,HA691,전북,1,1,437,2015년
1159,15,HA691,전남,-,-,-,2015년
1160,16,HA691,경북,3,2,638,2015년
1161,17,HA691,경남,1,0,321,2015년
1162,18,HA691,제주,1,1,210,2015년
1163,19,HA691,세종,-,-,-,2015년
1164,2,HA691,계,175,184,"58,674",2016년
1165,3,HA691,서울,93,97,"30,535",2016년
1166,4,HA691,부산,7,7,"2,069",2016년
1167,5,HA691,인천,4,4,"1,562",2016년
1168,6,HA691,대구,4,4,"1,128",2016년
1169,7,HA691,광주,3,3,903,2016년
1170,8,HA691,대전,5,4,"1,647",2016년
1171,9,HA691,울산,-,-,-,2016년
1172,10,HA691,경기,50,54,"16,623",2016년
